"areaID","productID","qty","amount","profit","saleDate","year","month","category","subCategory","product","country","region","state","district","city"
"A111","P1016",35,117,18,2021-01-05,2021,"Jan","Clothing","Trousers","Vimal 34","India","South","Karnataka","Bellary","Bellary"
"A111","P1015",44,246,37,2021-01-27,2021,"Jan","Clothing","Trousers","Raymond 36","India","South","Karnataka","Bellary","Bellary"
"A111","P1011",21,284,45,,,,"Appliances","AC","Samsung W2T","India","South","Karnataka","Bellary","Bellary"
"A111","P1018",27,272,41,,,,"Stationary","Pen","Pilot","India","South","Karnataka","Bellary","Bellary"
"A111","P1015",34,125,19,,,,"Clothing","Trousers","Raymond 36","India","South","Karnataka","Bellary","Bellary"
"A111","P1017",40,173,28,2021-01-21,2021,"Jan","Stationary","Pen","Parker","India","South","Karnataka","Bellary","Bellary"
"A111","P1010",23,255,38,2020-12-29,2020,"Dec","Appliances","AC","Voltas W1.5T","India","South","Karnataka","Bellary","Bellary"
"A111","P1004",49,150,22,2021-01-24,2021,"Jan","Electronics","TV","Sony 28","India","South","Karnataka","Bellary","Bellary"
"A111","P1012",48,154,25,2021-01-11,2021,"Jan","Appliances","Refrigerator","Samsung 300","India","South","Karnataka","Bellary","Bellary"
"A112","P1011",21,273,27,2021-03-24,2021,"Mar","Appliances","AC","Samsung W2T","India","South","Kerala","Ernakulum","Kochi"
"A112","P1004",30,193,29,2022-01-23,2022,"Jan","Electronics","TV","Sony 28","India","South","Kerala","Ernakulum","Kochi"
"A112","P1006",30,97,16,2021-12-31,2021,"Dec","Electronics","Laptop","Lenovo 14","India","South",,"Ernakulum","Kochi"
"A112","P1007",20,210,32,2021-03-01,2021,"Mar","Electronics","Tablet","Lenovo 8","India","South","Kerala","Ernakulum","Kochi"
"A112","P1001",22,189,28,2022-02-02,2022,"Feb","Electronics","Mobile","Iphone 11","India","South","Kerala","Ernakulum","Kochi"
"A112","P1011",29,299,48,2022-01-20,2022,"Jan","Appliances","AC","Samsung W2T","India","South","Kerala","Ernakulum","Kochi"
"A112","P1010",13,223,36,2021-02-13,2021,"Feb","Appliances","AC","Voltas W1.5T","India","South","Kerala","Ernakulum","Kochi"
"A112","P1004",29,286,43,2021-03-11,2021,"Mar","Electronics","TV","Sony 28","India","South","Kerala","Ernakulum","Kochi"
"A112","P1015",25,99,16,2022-01-26,2022,"Jan","Clothing","Trousers","Raymond 36","India","South","Kerala","Ernakulum","Kochi"
"A112","P1017",17,286,46,2021-03-07,2021,"Mar","Stationary","Pen","Parker","India","South",,"Ernakulum","Kochi"
"A112","P1014",45,146,15,2021-02-22,2021,"Feb","Clothing","Shirts","Peter England XXL","India","South","Kerala","Ernakulum","Kochi"
"A112","P1016",17,145,22,2022-01-07,2022,"Jan","Clothing","Trousers","Vimal 34","India","South","Kerala","Ernakulum","Kochi"
"A112","P1002",34,139,21,2021-03-20,2021,"Mar","Electronics","Mobile","Samsung F62","India","South","Kerala","Ernakulum","Kochi"
"A112","P1015",31,158,25,2021-03-14,2021,"Mar","Clothing","Trousers","Raymond 36","India","South","Kerala","Ernakulum","Kochi"
"A112","P1016",23,146,22,2021-02-19,2021,"Feb","Clothing","Trousers","Vimal 34","India","South","Kerala","Ernakulum","Kochi"
"A112","P1009",30,127,19,2022-01-03,2022,"Jan","Appliances","AC","Daikin S1T","India","South","Kerala","Ernakulum","Kochi"
"A112","P1013",17,180,29,2021-03-17,2021,"Mar","Clothing","Shirts","VanHusen XL","India","South","Kerala","Ernakulum","Kochi"
"A112","P1008",10,287,46,2021-03-27,2021,"Mar","Electronics","Tablet","Samsung 10","India","South","Kerala","Ernakulum","Kochi"
"A112","P1003",26,104,17,2022-01-13,2022,"Jan","Electronics","TV","Samsung 32","India","South","Kerala","Ernakulum","Kochi"
"A112","P1018",43,201,20,2022-01-16,2022,"Jan","Stationary","Pen","Pilot","India","South",,"Ernakulum","Kochi"
"A112","P1020",30,122,20,2021-12-28,2021,"Dec","Stationary","Notebooks","Register 100P","India","South","Kerala","Ernakulum","Kochi"
"A112","P1012",37,289,43,2021-02-26,2021,"Feb","Appliances","Refrigerator","Samsung 300","India","South","Kerala","Ernakulum","Kochi"
"A112","P1013",20,343,34,2022-01-29,2022,"Jan","Clothing","Shirts","VanHusen XL","India","South","Kerala","Ernakulum","Kochi"
"A112","P1007",21,182,29,2022-01-10,2022,"Jan","Electronics","Tablet","Lenovo 8","India","South","Kerala","Ernakulum","Kochi"
"A112","P1019",32,213,32,,,,"Stationary","Notebooks","Diary","India","South","Kerala","Ernakulum","Kochi"
"A112","P1006",24,164,25,2021-02-16,2021,"Feb","Electronics","Laptop","Lenovo 14","India","South","Kerala","Ernakulum","Kochi"
"A113","P1015",30,280,42,2021-12-18,2021,"Dec","Clothing","Trousers","Raymond 36","India","West",,"Jaipur","Jaipur"
"A113","P1001",24,194,31,,,,"Electronics","Mobile","Iphone 11","India","West","Rajasthan","Jaipur","Jaipur"
"A113","P1018",24,218,35,2021-12-08,2021,"Dec","Stationary","Pen","Pilot","India","West","Rajasthan","Jaipur","Jaipur"
"A113","P1013",45,148,24,2021-12-21,2021,"Dec","Clothing","Shirts","VanHusen XL","India","West","Rajasthan","Jaipur","Jaipur"
"A113","P1009",36,120,12,2021-11-25,2021,"Nov","Appliances","AC","Daikin S1T","India","West","Rajasthan","Jaipur","Jaipur"
"A113","P1004",30,236,38,2021-12-15,2021,"Dec","Electronics","TV","Sony 28","India","West","Rajasthan","Jaipur","Jaipur"
"A113","P1011",29,222,36,2021-12-12,2021,"Dec","Appliances","AC","Samsung W2T","India","West","Rajasthan","Jaipur","Jaipur"
"A113","P1016",42,275,41,2021-11-29,2021,"Nov","Clothing","Trousers","Vimal 34","India","West","Rajasthan","Jaipur","Jaipur"
"A113","P1006",22,168,25,2021-11-22,2021,"Nov","Electronics","Laptop","Lenovo 14","India","West","Rajasthan","Jaipur","Jaipur"
"A113","P1007",44,326,33,2021-12-02,2021,"Dec","Electronics","Tablet","Lenovo 8","India","West","Rajasthan","Jaipur","Jaipur"
"A113","P1020",17,163,16,2021-11-19,2021,"Nov","Stationary","Notebooks","Register 100P","India","West","Rajasthan","Jaipur","Jaipur"
"A113","P1003",25,261,42,2021-12-05,2021,"Dec","Electronics","TV","Samsung 32","India","West","Rajasthan","Jaipur","Jaipur"
"A114","P1007",38,173,17,2021-04-12,2021,"Apr","Electronics","Tablet","Lenovo 8","India","East","Nagaland","Kohima","Kohima"
"A114","P1016",26,237,38,2021-04-09,2021,"Apr","Clothing","Trousers","Vimal 34","India","East","Nagaland","Kohima","Kohima"
"A114","P1014",21,103,10,2020-02-25,2020,"Feb","Clothing","Shirts","Peter England XXL","India","East",,"Kohima","Kohima"
"A114","P1012",24,159,16,2020-02-28,2020,"Feb","Appliances","Refrigerator","Samsung 300","India","East","Nagaland","Kohima","Kohima"
"A114","P1006",15,120,12,2020-02-18,2020,"Feb","Electronics","Laptop","Lenovo 14","India","East","Nagaland","Kohima","Kohima"
"A114","P1015",33,,16,2020-03-15,2020,"Mar","Clothing","Trousers","Raymond 36","India","East","Nagaland","Kohima","Kohima"
"A114","P1003",26,305,46,2021-04-15,2021,"Apr","Electronics","TV","Samsung 32","India","East","Nagaland","Kohima","Kohima"
"A114","P1013",16,266,43,,,,"Clothing","Shirts","VanHusen XL","India","East","Nagaland","Kohima","Kohima"
"A114","P1001",23,82,8,,,,"Electronics","Mobile","Iphone 11","India","East","Nagaland","Kohima","Kohima"
"A114","P1008",47,191,19,2020-03-28,2020,"Mar","Electronics","Tablet","Samsung 10","India","East",,"Kohima","Kohima"
"A114","P1016",16,244,24,2020-02-21,2020,"Feb","Clothing","Trousers","Vimal 34","India","East","Nagaland","Kohima","Kohima"
"A114","P1017",32,272,44,2020-03-09,2020,"Mar","Stationary","Pen","Parker","India","East","Nagaland","Kohima","Kohima"
"A114","P1006",34,120,18,2021-04-02,2021,"Apr","Electronics","Laptop","Lenovo 14","India","East",,"Kohima","Kohima"
"A114","P1015",38,310,46,2021-04-28,2021,"Apr","Clothing","Trousers","Raymond 36","India","East","Nagaland","Kohima","Kohima"
"A114","P1009",42,317,48,2021-04-06,2021,"Apr","Appliances","AC","Daikin S1T","India","East","Nagaland","Kohima","Kohima"
"A114","P1010",45,285,43,2020-02-15,2020,"Feb","Appliances","AC","Voltas W1.5T","India","East","Nagaland","Kohima","Kohima"
"A114","P1007",23,222,36,2020-03-02,2020,"Mar","Electronics","Tablet","Lenovo 8","India","East","Nagaland","Kohima","Kohima"
"A114","P1004",24,236,35,,,,"Electronics","TV","Sony 28","India","East","Nagaland","Kohima","Kohima"
"A114","P1011",35,82,13,2021-04-22,2021,"Apr","Appliances","AC","Samsung W2T","India","East","Nagaland","Kohima","Kohima"
"A114","P1002",46,109,16,2020-03-22,2020,"Mar","Electronics","Mobile","Samsung F62","India","East","Nagaland","Kohima","Kohima"
"A114","P1019",17,265,42,2020-03-05,2020,"Mar","Stationary","Notebooks","Diary","India","East","Nagaland","Kohima","Kohima"
"A114","P1013",32,242,24,2020-03-18,2020,"Mar","Clothing","Shirts","VanHusen XL","India","East","Nagaland","Kohima","Kohima"
"A114","P1020",32,233,35,2021-03-30,2021,"Mar","Stationary","Notebooks","Register 100P","India","East","Nagaland","Kohima","Kohima"
"A114","P1004",31,179,29,,,,"Electronics","TV","Sony 28","India","East","Nagaland","Kohima","Kohima"
"A114","P1018",18,346,55,2021-04-19,2021,"Apr","Stationary","Pen","Pilot","India","East","Nagaland","Kohima","Kohima"
"A114","P1011",50,186,30,2020-03-25,2020,"Mar","Appliances","AC","Samsung W2T","India","East","Nagaland","Kohima","Kohima"
